investor_id,sip_transactions,avg_gap_days,risk_status
INV002063,1,,Normal
INV002064,3,89.0,At Risk
INV002066,3,155.0,At Risk
INV002067,4,142.33333333333334,At Risk
INV002069,1,,Normal
INV002070,4,61.666666666666664,At Risk
INV002071,3,213.5,At Risk
INV002073,2,95.0,At Risk
INV002074,3,136.0,At Risk
INV002075,1,,Normal
INV002077,1,,Normal
INV002079,1,,Normal
INV002080,4,128.33333333333334,At Risk
INV002081,3,70.0,At Risk
INV002082,1,,Normal
INV002083,1,,Normal
INV002085,1,,Normal
INV002086,1,,Normal
INV002087,1,,Normal
INV002088,3,25.5,Normal
INV002089,1,,Normal
INV002090,4,113.33333333333333,At Risk
INV002092,3,30.5,Normal
INV002093,4,85.33333333333333,At Risk
INV002094,1,,Normal
INV002095,7,67.0,At Risk
INV002096,3,8.5,Normal
INV002097,2,74.0,At Risk
INV002098,5,103.25,At Risk
INV002099,4,166.0,At Risk
INV002100,3,83.0,At Risk
INV002101,6,83.6,At Risk
INV002102,3,187.5,At Risk
INV002103,2,43.0,At Risk
INV002104,5,84.75,At Risk
INV002105,1,,Normal
INV002106,1,,Normal
INV002107,2,221.0,At Risk
INV002109,7,30.166666666666668,Normal
INV002110,3,139.0,At Risk
INV002111,4,121.0,At Risk
INV002112,4,131.0,At Risk
INV002113,2,132.0,At Risk
INV002114,7,54.166666666666664,At Risk
INV002115,4,78.66666666666667,At Risk
INV002116,6,54.2,At Risk
INV002117,3,167.5,At Risk
INV002118,1,,Normal
INV002119,4,126.0,At Risk
INV002121,2,42.0,At Risk
INV002122,1,,Normal
INV002123,3,112.0,At Risk
INV002124,5,104.0,At Risk
INV002125,1,,Normal
INV002126,2,77.0,At Risk
INV002127,2,308.0,At Risk
INV002128,3,216.0,At Risk
INV002129,1,,Normal
INV002130,2,212.0,At Risk
INV002131,3,111.0,At Risk
INV002132,1,,Normal
INV002133,2,140.0,At Risk
INV002134,5,75.0,At Risk
INV002135,6,100.4,At Risk
INV002136,2,275.0,At Risk
INV002137,5,66.25,At Risk
INV002138,2,109.0,At Risk
INV002139,4,155.66666666666666,At Risk
INV002140,1,,Normal
INV002141,3,134.5,At Risk
INV002142,1,,Normal
INV002143,4,55.333333333333336,At Risk
INV002144,2,114.0,At Risk
INV002145,1,,Normal
INV002146,1,,Normal
INV002147,1,,Normal
INV002149,3,159.5,At Risk
INV002151,1,,Normal
INV002152,4,151.0,At Risk
INV002153,3,111.5,At Risk
INV002154,6,98.8,At Risk
INV002155,2,303.0,At Risk
INV002156,1,,Normal
INV002157,5,112.5,At Risk
INV002158,5,122.75,At Risk
INV002159,2,202.0,At Risk
INV002160,2,8.0,Normal
INV002161,6,89.8,At Risk
INV002162,1,,Normal
INV002164,3,154.5,At Risk
INV002165,6,91.8,At Risk
INV002166,1,,Normal
INV002167,6,55.4,At Risk
INV002168,1,,Normal
INV002169,3,72.5,At Risk
INV002170,4,101.66666666666667,At Risk
INV002174,2,30.0,Normal
INV002175,1,,Normal
INV002176,2,342.0,At Risk
INV002177,4,102.0,At Risk
INV002178,3,175.0,At Risk
INV002179,3,125.5,At Risk
INV002181,5,90.25,At Risk
INV002182,5,108.25,At Risk
INV002183,1,,Normal
INV002184,6,77.6,At Risk
INV002185,4,19.666666666666668,Normal
INV002186,3,146.5,At Risk
INV002187,5,87.0,At Risk
INV002188,6,45.6,At Risk
INV002189,7,80.0,At Risk
INV002190,3,96.0,At Risk
INV002191,3,242.0,At Risk
INV002192,5,91.5,At Risk
INV002193,2,1.0,Normal
INV002195,1,,Normal
INV002196,2,287.0,At Risk
INV002197,2,272.0,At Risk
INV002198,3,136.5,At Risk
INV002199,2,68.0,At Risk
INV002200,2,46.0,At Risk
INV002201,5,66.0,At Risk
INV002202,2,85.0,At Risk
INV002203,2,128.0,At Risk
INV002204,2,219.0,At Risk
INV002205,2,194.0,At Risk
INV002206,4,146.0,At Risk
INV002207,3,210.0,At Risk
INV002208,4,117.66666666666667,At Risk
INV002210,1,,Normal
INV002211,3,58.5,At Risk
INV002212,5,83.0,At Risk
INV002213,4,84.33333333333333,At Risk
INV002214,7,75.33333333333333,At Risk
INV002215,6,97.0,At Risk
INV002216,2,185.0,At Risk
INV002217,2,245.0,At Risk
INV002218,2,63.0,At Risk
INV002219,3,162.5,At Risk
INV002220,6,49.2,At Risk
INV002221,2,214.0,At Risk
INV002222,2,222.0,At Risk
INV002223,4,122.0,At Risk
INV002224,2,16.0,Normal
INV002225,1,,Normal
INV002226,2,65.0,At Risk
INV002227,1,,Normal
INV002228,3,105.0,At Risk
INV002229,4,55.0,At Risk
INV002230,3,75.5,At Risk
INV002231,1,,Normal
INV002232,5,104.25,At Risk
INV002234,4,60.333333333333336,At Risk
INV002235,2,399.0,At Risk
INV002236,2,102.0,At Risk
INV002237,3,106.5,At Risk
INV002238,2,34.0,Normal
INV002239,4,138.33333333333334,At Risk
INV002240,5,75.25,At Risk
INV002241,4,142.66666666666666,At Risk
INV002242,1,,Normal
INV002243,2,489.0,At Risk
INV002244,5,113.75,At Risk
INV002245,8,56.857142857142854,At Risk
INV002246,2,67.0,At Risk
INV002248,2,108.0,At Risk
INV002249,5,50.5,At Risk
INV002250,7,81.33333333333333,At Risk
INV002251,1,,Normal
INV002252,6,69.2,At Risk
INV002253,4,65.66666666666667,At Risk
INV002254,1,,Normal
INV002255,2,148.0,At Risk
INV002257,1,,Normal
INV002258,4,126.0,At Risk
INV002259,4,96.0,At Risk
INV002260,5,106.0,At Risk
INV002261,3,153.5,At Risk
INV002262,5,36.25,At Risk
INV002263,1,,Normal
INV002264,3,171.0,At Risk
INV002265,3,159.5,At Risk
INV002266,2,339.0,At Risk
INV002267,5,116.5,At Risk
INV002268,1,,Normal
INV002269,3,207.5,At Risk
INV002270,7,74.33333333333333,At Risk
INV002271,2,126.0,At Risk
INV002272,2,13.0,Normal
INV002274,5,99.25,At Risk
INV002275,5,79.0,At Risk
INV002276,5,47.75,At Risk
INV002277,5,70.0,At Risk
INV002278,1,,Normal
INV002279,2,195.0,At Risk
INV002280,3,74.5,At Risk
INV002281,1,,Normal
INV002282,6,66.2,At Risk
INV002283,2,150.0,At Risk
INV002284,6,88.2,At Risk
INV002285,1,,Normal
INV002286,4,129.0,At Risk
INV002287,3,105.5,At Risk
INV002289,2,10.0,Normal
INV002290,4,106.66666666666667,At Risk
INV002291,1,,Normal
INV002292,6,72.0,At Risk
INV002293,2,65.0,At Risk
INV002294,2,386.0,At Risk
INV002295,5,105.75,At Risk
INV002296,1,,Normal
INV002297,1,,Normal
INV002298,3,91.0,At Risk
INV002299,5,48.5,At Risk
INV002300,1,,Normal
INV002301,1,,Normal
INV002302,5,78.5,At Risk
INV002303,1,,Normal
INV002304,2,208.0,At Risk
INV002305,2,12.0,Normal
INV002306,3,237.5,At Risk
INV002307,1,,Normal
INV002308,6,80.4,At Risk
INV002310,4,97.0,At Risk
INV002311,9,58.5,At Risk
INV002312,1,,Normal
INV002313,1,,Normal
INV002314,2,141.0,At Risk
INV002315,5,24.75,Normal
INV002316,3,107.5,At Risk
INV002317,2,22.0,Normal
INV002318,3,65.0,At Risk
INV002319,4,94.66666666666667,At Risk
INV002320,2,156.0,At Risk
INV002322,3,28.0,Normal
INV002323,2,43.0,At Risk
INV002324,4,71.33333333333333,At Risk
INV002325,3,81.0,At Risk
INV002326,5,47.5,At Risk
INV002327,5,113.75,At Risk
INV002328,3,100.0,At Risk
INV002329,5,76.5,At Risk
INV002330,1,,Normal
INV002331,4,115.66666666666667,At Risk
INV002332,4,81.33333333333333,At Risk
INV002333,2,191.0,At Risk
INV002334,2,306.0,At Risk
INV002335,3,102.5,At Risk
INV002337,1,,Normal
INV002338,2,341.0,At Risk
INV002339,3,153.0,At Risk
INV002340,3,12.0,Normal
INV002341,2,138.0,At Risk
INV002342,3,78.0,At Risk
INV002343,3,152.5,At Risk
INV002344,4,146.0,At Risk
INV002345,3,172.0,At Risk
INV002346,4,144.33333333333334,At Risk
INV002348,6,78.6,At Risk
INV002349,4,128.66666666666666,At Risk
INV002350,6,85.8,At Risk
INV002351,6,94.8,At Risk
INV002352,3,61.5,At Risk
INV002353,5,103.5,At Risk
INV002354,1,,Normal
INV002355,1,,Normal
INV002356,2,21.0,Normal
INV002357,5,71.5,At Risk
INV002358,1,,Normal
INV002359,1,,Normal
INV002360,3,58.0,At Risk
INV002361,4,125.0,At Risk
INV002362,1,,Normal
INV002363,4,121.33333333333333,At Risk
INV002364,4,53.0,At Risk
INV002365,6,82.0,At Risk
INV002366,2,352.0,At Risk
INV002367,1,,Normal
INV002368,5,48.75,At Risk
INV002369,4,157.66666666666666,At Risk
INV002370,1,,Normal
INV002371,1,,Normal
INV002372,3,57.5,At Risk
INV002373,4,113.66666666666667,At Risk
INV002374,5,92.0,At Risk
INV002375,1,,Normal
INV002376,1,,Normal
INV002377,1,,Normal
INV002378,2,94.0,At Risk
INV002379,2,173.0,At Risk
INV002381,2,254.0,At Risk
INV002382,3,127.5,At Risk
INV002383,3,38.5,At Risk
INV002384,2,305.0,At Risk
INV002387,5,94.0,At Risk
INV002388,3,160.0,At Risk
INV002389,2,177.0,At Risk
INV002390,1,,Normal
INV002391,4,47.333333333333336,At Risk
INV002392,2,410.0,At Risk
INV002393,4,132.66666666666666,At Risk
INV002394,2,74.0,At Risk
INV002396,3,100.5,At Risk
INV002397,3,62.0,At Risk
INV002398,1,,Normal
INV002399,8,59.857142857142854,At Risk
INV002400,3,238.0,At Risk
INV002401,3,77.5,At Risk
INV002402,3,80.5,At Risk
INV002403,3,53.0,At Risk
INV002405,1,,Normal
INV002406,1,,Normal
INV002407,3,208.5,At Risk
INV002409,4,28.0,Normal
INV002411,2,103.0,At Risk
INV002412,2,75.0,At Risk
INV002413,3,27.5,Normal
INV002414,3,253.5,At Risk
INV002415,3,133.0,At Risk
INV002416,5,124.5,At Risk
INV002417,3,100.0,At Risk
INV002418,2,217.0,At Risk
INV002419,3,86.0,At Risk
INV002420,6,94.4,At Risk
INV002421,1,,Normal
INV002422,2,365.0,At Risk
INV002423,2,347.0,At Risk
INV002424,3,74.0,At Risk
INV002425,2,180.0,At Risk
INV002426,1,,Normal
INV002427,5,65.0,At Risk
INV002428,3,200.0,At Risk
INV002429,2,7.0,Normal
INV002430,7,72.83333333333333,At Risk
INV002431,6,92.4,At Risk
INV002434,1,,Normal
INV002437,3,48.0,At Risk
INV002438,2,267.0,At Risk
INV002439,2,30.0,Normal
INV002440,3,186.5,At Risk
INV002441,2,189.0,At Risk
INV002444,6,47.8,At Risk
INV002445,3,78.5,At Risk
INV002446,2,72.0,At Risk
INV002447,1,,Normal
INV002448,1,,Normal
INV002450,3,65.5,At Risk
INV002452,3,127.5,At Risk
INV002453,4,42.666666666666664,At Risk
INV002454,4,92.66666666666667,At Risk
INV002456,2,448.0,At Risk
INV002457,1,,Normal
INV002458,5,64.75,At Risk
INV002459,4,123.0,At Risk
INV002460,2,189.0,At Risk
INV002461,2,128.0,At Risk
INV002463,1,,Normal
INV002464,1,,Normal
INV002465,3,180.0,At Risk
INV002466,5,63.75,At Risk
INV002467,2,166.0,At Risk
INV002468,3,152.5,At Risk
INV002469,5,43.5,At Risk
INV002471,5,86.5,At Risk
INV002472,7,64.83333333333333,At Risk
INV002473,5,108.5,At Risk
INV002475,1,,Normal
INV002476,3,52.0,At Risk
INV002478,2,82.0,At Risk
INV002480,1,,Normal
INV002481,1,,Normal
INV002482,1,,Normal
INV002483,4,90.0,At Risk
INV002484,1,,Normal
INV002485,6,73.0,At Risk
INV002486,4,126.66666666666667,At Risk
INV002487,1,,Normal
INV002488,3,60.0,At Risk
INV002490,2,15.0,Normal
INV002491,2,261.0,At Risk
INV002492,1,,Normal
INV002493,1,,Normal
INV002494,2,390.0,At Risk
INV002495,4,144.0,At Risk
INV002496,1,,Normal
INV002497,4,76.66666666666667,At Risk
INV002498,1,,Normal
INV002499,6,67.6,At Risk
INV002500,7,79.16666666666667,At Risk
INV002501,1,,Normal
INV002502,2,75.0,At Risk
INV002503,5,76.0,At Risk
INV002504,5,45.5,At Risk
INV002505,2,171.0,At Risk
INV002506,3,73.5,At Risk
INV002507,2,369.0,At Risk
INV002509,2,150.0,At Risk
INV002510,5,97.25,At Risk
INV002511,1,,Normal
INV002512,3,126.5,At Risk
INV002513,2,267.0,At Risk
INV002514,1,,Normal
INV002515,3,44.5,At Risk
INV002516,1,,Normal
INV002518,2,118.0,At Risk
INV002520,8,64.71428571428571,At Risk
INV002521,2,107.0,At Risk
INV002522,1,,Normal
INV002523,7,83.66666666666667,At Risk
INV002524,2,232.0,At Risk
INV002525,1,,Normal
INV002526,6,84.2,At Risk
INV002527,4,83.0,At Risk
INV002528,1,,Normal
INV002529,2,384.0,At Risk
INV002530,1,,Normal
INV002531,3,119.5,At Risk
INV002532,1,,Normal
INV002533,2,208.0,At Risk
INV002534,2,221.0,At Risk
INV002535,8,51.57142857142857,At Risk
INV002536,4,97.66666666666667,At Risk
INV002537,1,,Normal
INV002540,2,17.0,Normal
INV002541,4,74.66666666666667,At Risk
INV002542,5,67.5,At Risk
INV002543,5,88.25,At Risk
INV002545,3,181.5,At Risk
INV002546,6,100.6,At Risk
INV002547,4,92.66666666666667,At Risk
INV002548,3,128.5,At Risk
INV002549,4,137.66666666666666,At Risk
INV002550,1,,Normal
INV002551,3,127.5,At Risk
INV002552,2,27.0,Normal
INV002553,9,46.75,At Risk
INV002554,1,,Normal
INV002555,3,181.5,At Risk
INV002556,4,61.0,At Risk
INV002557,2,47.0,At Risk
INV002558,5,74.0,At Risk
INV002559,2,45.0,At Risk
INV002560,1,,Normal
INV002561,2,10.0,Normal
INV002563,4,82.33333333333333,At Risk
INV002564,2,149.0,At Risk
INV002565,5,81.5,At Risk
INV002566,4,126.0,At Risk
INV002567,5,92.25,At Risk
INV002568,1,,Normal
INV002569,1,,Normal
INV002570,5,55.25,At Risk
INV002571,4,106.33333333333333,At Risk
INV002572,3,48.5,At Risk
INV002574,6,89.2,At Risk
INV002575,2,224.0,At Risk
INV002576,4,27.333333333333332,Normal
INV002578,3,54.0,At Risk
INV002579,1,,Normal
INV002581,1,,Normal
INV002582,4,90.0,At Risk
INV002583,4,111.33333333333333,At Risk
INV002584,2,205.0,At Risk
INV002585,6,94.0,At Risk
INV002586,1,,Normal
INV002587,4,123.66666666666667,At Risk
INV002588,6,85.4,At Risk
INV002590,2,16.0,Normal
INV002591,2,167.0,At Risk
INV002592,4,129.0,At Risk
INV002593,1,,Normal
INV002594,4,166.33333333333334,At Risk
INV002595,2,117.0,At Risk
INV002596,1,,Normal
INV002597,3,205.5,At Risk
INV002598,2,274.0,At Risk
INV002599,2,406.0,At Risk
INV002600,3,141.0,At Risk
INV002601,1,,Normal
INV002602,4,129.33333333333334,At Risk
INV002603,5,85.0,At Risk
INV002604,1,,Normal
INV002605,3,62.5,At Risk
INV002606,3,130.0,At Risk
INV002607,5,77.25,At Risk
INV002609,2,122.0,At Risk
INV002610,3,158.0,At Risk
INV002611,5,121.5,At Risk
INV002613,4,110.66666666666667,At Risk
INV002614,2,39.0,At Risk
INV002616,2,410.0,At Risk
INV002617,2,129.0,At Risk
INV002619,4,95.0,At Risk
INV002621,3,117.0,At Risk
INV002622,4,162.0,At Risk
INV002624,4,91.66666666666667,At Risk
INV002625,2,301.0,At Risk
INV002626,2,174.0,At Risk
INV002627,2,189.0,At Risk
INV002628,3,213.0,At Risk
INV002630,3,185.5,At Risk
INV002631,5,102.0,At Risk
INV002632,3,183.5,At Risk
INV002633,7,74.83333333333333,At Risk
INV002634,5,35.0,Normal
INV002635,7,73.33333333333333,At Risk
INV002637,3,144.0,At Risk
INV002638,4,127.33333333333333,At Risk
INV002639,2,86.0,At Risk
INV002640,5,92.75,At Risk
INV002641,4,139.0,At Risk
INV002642,5,60.75,At Risk
INV002643,3,152.5,At Risk
INV002644,1,,Normal
INV002645,4,133.66666666666666,At Risk
INV002647,3,84.5,At Risk
INV002648,2,31.0,Normal
INV002649,2,68.0,At Risk
INV002650,3,197.5,At Risk
INV002651,4,94.66666666666667,At Risk
INV002652,4,99.0,At Risk
INV002654,3,160.0,At Risk
INV002655,2,239.0,At Risk
INV002656,5,115.5,At Risk
INV002657,2,294.0,At Risk
INV002658,5,126.0,At Risk
INV002659,3,134.0,At Risk
INV002660,1,,Normal
INV002662,1,,Normal
INV002663,1,,Normal
INV002664,2,107.0,At Risk
INV002665,1,,Normal
INV002666,4,131.33333333333334,At Risk
INV002667,1,,Normal
INV002668,7,68.5,At Risk
INV002669,1,,Normal
INV002670,1,,Normal
INV002671,5,102.0,At Risk
INV002673,2,267.0,At Risk
INV002674,6,60.0,At Risk
INV002675,4,34.333333333333336,Normal
INV002676,1,,Normal
INV002677,1,,Normal
INV002679,4,147.66666666666666,At Risk
INV002680,2,401.0,At Risk
INV002682,5,68.0,At Risk
INV002683,2,7.0,Normal
INV002684,5,92.0,At Risk
INV002685,3,117.5,At Risk
INV002686,3,118.5,At Risk
INV002687,3,102.5,At Risk
INV002688,1,,Normal
INV002689,3,140.5,At Risk
INV002690,3,194.0,At Risk
INV002691,1,,Normal
INV002692,8,62.285714285714285,At Risk
INV002693,5,80.5,At Risk
INV002694,2,373.0,At Risk
INV002696,6,68.4,At Risk
INV002697,2,135.0,At Risk
INV002698,6,63.0,At Risk
INV002699,1,,Normal
INV002700,2,32.0,Normal
INV002701,1,,Normal
INV002702,5,105.5,At Risk
INV002703,2,26.0,Normal
INV002704,4,87.0,At Risk
INV002705,4,82.0,At Risk
INV002706,5,118.25,At Risk
INV002707,7,64.83333333333333,At Risk
INV002708,7,77.83333333333333,At Risk
INV002711,1,,Normal
INV002712,1,,Normal
INV002714,3,243.0,At Risk
INV002716,1,,Normal
INV002717,2,93.0,At Risk
INV002718,2,351.0,At Risk
INV002719,1,,Normal
INV002720,1,,Normal
INV002722,4,143.33333333333334,At Risk
INV002724,6,61.4,At Risk
INV002725,3,189.0,At Risk
INV002726,4,94.33333333333333,At Risk
INV002727,4,164.0,At Risk
INV002729,7,69.83333333333333,At Risk
INV002730,1,,Normal
INV002731,2,214.0,At Risk
INV002732,3,54.0,At Risk
INV002733,2,125.0,At Risk
INV002734,2,155.0,At Risk
INV002735,5,118.0,At Risk
INV002736,5,81.25,At Risk
INV002737,4,133.0,At Risk
INV002738,3,115.5,At Risk
INV002739,1,,Normal
INV002740,5,95.0,At Risk
INV002742,1,,Normal
INV002743,2,229.0,At Risk
INV002745,2,486.0,At Risk
INV002746,3,154.0,At Risk
INV002747,4,156.66666666666666,At Risk
INV002748,3,174.0,At Risk
INV002749,2,69.0,At Risk
INV002750,3,152.5,At Risk
INV002751,3,219.0,At Risk
INV002752,6,67.8,At Risk
INV002753,6,59.6,At Risk
INV002754,1,,Normal
INV002756,1,,Normal
INV002757,1,,Normal
INV002758,3,111.5,At Risk
INV002759,4,164.0,At Risk
INV002761,6,96.8,At Risk
INV002762,4,107.66666666666667,At Risk
INV002764,4,121.0,At Risk
INV002765,4,94.0,At Risk
INV002766,6,70.4,At Risk
INV002767,2,334.0,At Risk
INV002769,4,143.66666666666666,At Risk
INV002770,2,154.0,At Risk
INV002771,2,306.0,At Risk
INV002772,3,186.0,At Risk
INV002774,2,185.0,At Risk
INV002775,6,60.0,At Risk
INV002776,3,137.5,At Risk
INV002777,3,217.0,At Risk
INV002778,2,276.0,At Risk
INV002779,5,96.5,At Risk
INV002780,1,,Normal
INV002781,3,80.5,At Risk
INV002782,3,80.0,At Risk
INV002783,5,105.75,At Risk
INV002784,4,51.0,At Risk
INV002785,3,229.0,At Risk
INV002786,4,146.66666666666666,At Risk
INV002787,3,98.0,At Risk
INV002788,5,114.0,At Risk
INV002789,1,,Normal
INV002790,1,,Normal
INV002792,2,387.0,At Risk
INV002793,1,,Normal
INV002794,3,178.0,At Risk
INV002796,3,177.0,At Risk
INV002797,1,,Normal
INV002798,4,106.66666666666667,At Risk
INV002799,3,215.0,At Risk
INV002800,1,,Normal
INV002801,3,242.5,At Risk
INV002802,5,51.5,At Risk
INV002803,4,70.66666666666667,At Risk
INV002804,2,61.0,At Risk
INV002805,2,386.0,At Risk
INV002806,1,,Normal
INV002807,1,,Normal
INV002808,2,260.0,At Risk
INV002810,2,43.0,At Risk
INV002811,5,82.5,At Risk
INV002812,1,,Normal
INV002813,2,11.0,Normal
INV002815,1,,Normal
INV002817,2,395.0,At Risk
INV002818,2,140.0,At Risk
INV002819,3,75.5,At Risk
INV002820,2,88.0,At Risk
INV002821,2,179.0,At Risk
INV002822,4,80.33333333333333,At Risk
INV002823,2,91.0,At Risk
INV002824,5,86.0,At Risk
INV002825,1,,Normal
INV002826,3,172.0,At Risk
INV002827,3,179.0,At Risk
INV002828,6,92.8,At Risk
INV002829,1,,Normal
INV002830,1,,Normal
INV002831,2,379.0,At Risk
INV002832,6,90.0,At Risk
INV002833,2,210.0,At Risk
INV002834,7,79.33333333333333,At Risk
INV002837,1,,Normal
INV002838,2,253.0,At Risk
INV002839,2,204.0,At Risk
INV002840,1,,Normal
INV002841,6,36.8,At Risk
INV002843,4,131.66666666666666,At Risk
INV002844,1,,Normal
INV002845,2,197.0,At Risk
INV002846,2,144.0,At Risk
INV002847,1,,Normal
INV002848,1,,Normal
INV002849,3,54.0,At Risk
INV002850,5,76.25,At Risk
INV002851,2,93.0,At Risk
INV002852,4,112.0,At Risk
INV002853,4,52.0,At Risk
INV002854,1,,Normal
INV002856,2,10.0,Normal
INV002858,2,254.0,At Risk
INV002859,3,160.0,At Risk
INV002861,5,53.0,At Risk
INV002862,4,78.33333333333333,At Risk
INV002863,3,145.0,At Risk
INV002864,5,61.75,At Risk
INV002865,4,85.0,At Risk
INV002866,2,272.0,At Risk
INV002867,4,90.33333333333333,At Risk
INV002868,5,84.5,At Risk
INV002869,3,224.5,At Risk
INV002870,6,99.0,At Risk
INV002871,1,,Normal
INV002873,3,201.5,At Risk
INV002874,1,,Normal
INV002876,2,76.0,At Risk
INV002877,2,83.0,At Risk
INV002878,1,,Normal
INV002879,4,101.33333333333333,At Risk
INV002880,1,,Normal
INV002881,3,127.5,At Risk
INV002882,3,227.0,At Risk
INV002883,5,97.25,At Risk
INV002884,1,,Normal
INV002885,2,10.0,Normal
INV002886,5,56.25,At Risk
INV002887,1,,Normal
INV002888,3,204.0,At Risk
INV002889,2,452.0,At Risk
INV002890,5,52.0,At Risk
INV002891,2,30.0,Normal
INV002892,2,306.0,At Risk
INV002893,2,204.0,At Risk
INV002894,4,150.0,At Risk
INV002896,2,165.0,At Risk
INV002897,3,200.5,At Risk
INV002899,3,169.5,At Risk
INV002900,1,,Normal
INV002901,2,20.0,Normal
INV002902,2,25.0,Normal
INV002903,3,76.5,At Risk
INV002904,3,89.5,At Risk
INV002905,5,106.25,At Risk
INV002906,2,43.0,At Risk
INV002909,1,,Normal
INV002910,1,,Normal
INV002911,7,76.66666666666667,At Risk
INV002912,6,88.0,At Risk
INV002913,4,140.66666666666666,At Risk
INV002914,4,148.66666666666666,At Risk
INV002915,1,,Normal
INV002916,1,,Normal
INV002917,1,,Normal
INV002918,1,,Normal
INV002920,2,411.0,At Risk
INV002921,2,213.0,At Risk
INV002922,2,82.0,At Risk
INV002924,2,120.0,At Risk
INV002925,2,191.0,At Risk
INV002926,2,51.0,At Risk
INV002927,3,116.5,At Risk
INV002928,8,60.142857142857146,At Risk
INV002929,7,51.333333333333336,At Risk
INV002931,4,134.33333333333334,At Risk
INV002932,5,88.0,At Risk
INV002933,7,57.333333333333336,At Risk
INV002934,6,53.8,At Risk
INV002935,2,24.0,Normal
INV002937,3,78.0,At Risk
INV002938,2,121.0,At Risk
INV002939,5,92.5,At Risk
INV002940,4,66.66666666666667,At Risk
INV002941,3,48.5,At Risk
INV002942,3,199.0,At Risk
INV002943,3,161.0,At Risk
INV002944,3,123.0,At Risk
INV002945,2,184.0,At Risk
INV002946,1,,Normal
INV002947,3,134.5,At Risk
INV002948,5,79.0,At Risk
INV002949,1,,Normal
INV002950,4,150.33333333333334,At Risk
INV002951,3,64.5,At Risk
INV002952,3,115.0,At Risk
INV002953,1,,Normal
INV002954,6,75.2,At Risk
INV002955,1,,Normal
INV002956,5,102.5,At Risk
INV002957,2,218.0,At Risk
INV002958,2,89.0,At Risk
INV002961,2,452.0,At Risk
INV002963,1,,Normal
INV002964,2,51.0,At Risk
INV002965,1,,Normal
INV002966,4,117.0,At Risk
INV002969,7,37.333333333333336,At Risk
INV002970,3,116.0,At Risk
INV002971,1,,Normal
INV002973,2,241.0,At Risk
INV002974,5,77.25,At Risk
INV002975,1,,Normal
INV002976,2,330.0,At Risk
INV002978,3,110.0,At Risk
INV002979,3,88.5,At Risk
INV002980,1,,Normal
INV002981,3,137.0,At Risk
INV002982,2,7.0,Normal
INV002983,6,81.8,At Risk
INV002984,4,136.0,At Risk
INV002985,3,53.5,At Risk
INV002986,3,51.5,At Risk
INV002987,4,104.66666666666667,At Risk
INV002988,2,28.0,Normal
INV002989,5,97.5,At Risk
INV002990,2,11.0,Normal
INV002991,1,,Normal
INV002992,3,179.0,At Risk
INV002993,5,111.25,At Risk
INV002994,2,334.0,At Risk
INV002996,7,79.33333333333333,At Risk
INV002997,3,88.0,At Risk
INV003001,1,,Normal
INV003002,3,96.5,At Risk
INV003003,2,105.0,At Risk
INV003004,3,172.0,At Risk
INV003005,3,8.5,Normal
INV003006,2,159.0,At Risk
INV003007,3,208.5,At Risk
INV003008,5,64.75,At Risk
INV003009,3,106.0,At Risk
INV003010,2,26.0,Normal
INV003011,3,159.5,At Risk
INV003012,1,,Normal
INV003013,2,37.0,At Risk
INV003014,1,,Normal
INV003015,4,120.0,At Risk
INV003016,3,183.0,At Risk
INV003017,2,142.0,At Risk
INV003018,1,,Normal
INV003021,3,63.0,At Risk
INV003022,6,86.0,At Risk
INV003023,1,,Normal
INV003024,5,44.0,At Risk
INV003025,3,62.5,At Risk
INV003026,2,413.0,At Risk
INV003027,4,165.66666666666666,At Risk
INV003028,4,143.33333333333334,At Risk
INV003029,2,225.0,At Risk
INV003030,2,230.0,At Risk
INV003031,5,109.5,At Risk
INV003033,6,92.8,At Risk
INV003034,1,,Normal
INV003035,1,,Normal
INV003036,2,300.0,At Risk
INV003037,5,92.5,At Risk
INV003038,2,248.0,At Risk
INV003040,4,109.0,At Risk
INV003041,6,49.6,At Risk
INV003042,3,98.5,At Risk
INV003043,4,77.0,At Risk
INV003044,2,15.0,Normal
INV003045,5,117.5,At Risk
INV003046,2,185.0,At Risk
INV003047,4,55.333333333333336,At Risk
INV003048,1,,Normal
INV003049,5,85.75,At Risk
INV003050,3,116.0,At Risk
INV003051,2,3.0,Normal
INV003052,1,,Normal
INV003053,2,265.0,At Risk
INV003054,4,57.333333333333336,At Risk
INV003055,3,120.0,At Risk
INV003056,1,,Normal
INV003057,5,98.25,At Risk
INV003058,5,89.25,At Risk
INV003060,5,96.75,At Risk
INV003061,3,139.5,At Risk
INV003062,1,,Normal
INV003063,2,40.0,At Risk
INV003064,2,102.0,At Risk
INV003065,4,79.66666666666667,At Risk
INV003066,1,,Normal
INV003068,3,41.0,At Risk
INV003069,3,28.0,Normal
INV003070,3,15.0,Normal
INV003071,2,159.0,At Risk
INV003072,1,,Normal
INV003073,4,104.66666666666667,At Risk
INV003074,5,115.75,At Risk
INV003075,3,21.0,Normal
INV003076,2,335.0,At Risk
INV003077,4,161.33333333333334,At Risk
INV003078,2,485.0,At Risk
INV003079,3,164.0,At Risk
INV003081,3,231.0,At Risk
INV003082,2,85.0,At Risk
INV003083,5,95.25,At Risk
INV003085,3,163.5,At Risk
INV003086,3,113.5,At Risk
INV003088,1,,Normal
INV003089,2,279.0,At Risk
INV003090,1,,Normal
INV003091,2,69.0,At Risk
